primaryTitle,startYear,runtimeMinutes
The Witches,2020,106
Lost Girls and Love Hotels,2020,97
Fantasy Island,2020,109
The Rental,2020,88
Hunted,2020,87
Love Aaj Kal,2020,142
Guest House,2020,84
Unhinged,2020,90
Guilty,2020,119
Antebellum,2020,105
Made in Abyss: Dawn of the Deep Soul,2020,113
Breaking Surface,2020,82
Earth and Blood,2020,80
Apples,2020,91
Tribal Get Out Alive,2020,86
Scare Me,2020,104
Rogue City,2020,116
Valley of the Dead,2020,101
Zenek,2020,115
Behind the Line: Escape to Dunkirk,2020,87
The Quarry,2020,98
The Prom,2020,130
Dangerous Lies,2020,96
Forensic,2020,134
Soorarai Pottru,2020,153
Alone,2020,92
Bye Bye Morons,2020,87
The Boys in the Band,2020,121
Pareeksha,2020,120
As I Am,2020,62
The Dark and the Wicked,2020,95
Ghost Stories,2020,144
Serious Men,2020,114
Class of '83,2020,98
Mrs. Serial Killer,2020,106
"Love, Weddings & Other Disasters",2020,96
I'm Your Woman,2020,120
Boys from County Hell,2020,88
Light from the Tower,2020,77
The Father,2020,97
Girl Lost: A Hollywood Story,2020,90
Work It,2020,93
French Exit,2020,113
Coolie No. 1,2020,134
Feral State,2020,84
Rose Island,2020,117
Another Round,2020,117
Survive the Night,2020,90
Sightless,2020,89
The Decline,2020,83
Force of Nature,2020,91
12 Hour Shift,2020,86
Shubh Mangal Zyada Saavdhan,2020,117
Fatman,2020,100
Becky,2020,93
Budapest Heist,2020,104
Secret Society of Second Born Royals,2020,99
Your Name Engraved Herein,2020,118
Ricos de Amor,2020,104
Gulabo Sitabo,2020,124
Blithe Spirit,2020,99
Four Good Days,2020,100
How I Became a Super Hero,2020,97
Gunjan Saxena: The Kargil Girl,2020,112
Laxmii,2020,141
Nightlife,2020,111
The Dinner Party,2020,116
The Man Who Sold His Skin,2020,104
After We Collided,2020,105
The Windermere Children,2020,88
Mandibles,2020,77
I Am Greta,2020,97
The Stronghold,2020,105
Tolo Tolo,2020,90
Ask Tesadüfleri Sever 2,2020,124
Schoolgirls,2020,97
The Way We Are,2020,121
Nine Days,2020,124
Lost Bullet,2020,92
Summer of 85,2020,101
Bhoot: Part One - The Haunted Ship,2020,114
Karakomik Filmler: Emanet,2020,60
The Trip to Greece,2020,103
I Hate Summer,2020,110
Double World,2020,110
Ma Rainey's Black Bottom,2020,94
Lootcase,2020,132
Half Brothers,2020,96
The Invisible Man,2020,124
The Forgotten Battle,2020,124
Silver Skates,2020,130
The Call,2020,112
The Midnight Sky,2020,118
The Main Event,2020,101
Ginny Weds Sunny,2020,125
Baba Parasi,2020,116
Dreamkatcher,2020,85
Dara of Jasenovac,2020,130
Unpregnant,2020,103
We Can Be Heroes,2020,100
One Night in Miami...,2020,114
Mank,2020,131
#Alive,2020,98
Christmas on the Square,2020,98
The Life Ahead,2020,94
Minari,2020,115
The Forty-Year-Old Version,2020,123
Shylock,2020,130
Safety,2020,122
The Last Shift,2020,90
The Swarm,2020,101
Hubie Halloween,2020,103
After Love,2020,89
Ponmagal Vandhal,2020,123
The Killing of Two Lovers,2020,85
The Trial of the Chicago 7,2020,129
Held,2020,94
Feel the Beat,2020,109
Anjaam Pathiraa,2020,144
Nobody Knows I'm Here,2020,91
Suraj Pe Mangal Bhari,2020,141
Audrey,2020,100
Airplane Mode,2020,96
Honeydew,2020,106
Spell,2020,91
The Boy Behind the Door,2020,88
Sarileru Neekevvaru,2020,169
Dwitiyo Purush,2020,129
Dear Comrades!,2020,121
Let Them All Talk,2020,113
18 Presents,2020,115
Pixie,2020,93
Taish,2020,143
Bill & Ted Face the Music,2020,91
Khaali Peeli,2020,119
365 Days,2020,114
I Used to Go Here,2020,80
The Sleepover,2020,100
The Binding,2020,93
The Crimes That Bind,2020,99
Bahut Hua Sammaan,2020,125
Love Mocktail,2020,153
Freaky,2020,102
Righteous Villains,2020,75
Klovn the Final,2020,94
Shikara,2020,118
Debt Collectors,2020,97
Ultras,2020,108
Under the Riccione Sun,2020,101
Chick Fight,2020,97
The Heist of the Century,2020,114
Malasaña 32,2020,104
Thappad,2020,142
Shakuntala Devi,2020,127
The Furnace,2020,116
Sky High,2020,121
World Famous Lover,2020,154
Miami Bici,2020,98
The Binge,2020,98
Tove,2020,103
"My Donkey, My Lover & I",2020,96
Class Action Park,2020,90
The Babysitter: Killer Queen,2020,101
The People Upstairs,2020,82
Demon Slayer the Movie: Mugen Train,2020,117
Nocturne,2020,90
Fat Fiction,2020,102
The Stylist,2020,105
Fatal Affair,2020,89
The Christmas Chronicles: Part Two,2020,112
All Hands on Deck,2020,95
Enforcement,2020,108
My Heart Can't Beat Unless You Tell It To,2020,90
Boys State,2020,109
"Love, Guaranteed",2020,90
Indoo Ki Jawani,2020,119
Choke,2020,73
The Paramedic,2020,94
The Wolf of Snow Hollow,2020,85
Oh My Kadavule,2020,151
Out of My League,2020,91
Pieces of a Woman,2020,126
Supernova,2020,95
Paydirt,2020,81
Bheeshma,2020,150
The Princess Switch: Switched Again,2020,96
The Duke,2020,95
Durgamati: The Myth,2020,155
Kappela,2020,113
Doordarshan,2020,119
Dia,2020,137
Nobody Sleeps in the Woods Tonight,2020,102
Books of Blood,2020,107
Psycho Goreman,2020,95
Archenemy,2020,90
Cadaver,2020,86
Nowhere Special,2020,96
The Painter and the Thief,2020,106
Mookuthi Amman,2020,134
Gabriel's Inferno: Part One,2020,124
Shiva Baby,2020,77
Ayyappanum Koshiyum,2020,177
Penguin,2020,132
Uncle Frank,2020,95
Acrylic,2020,78
Luz,2020,118
Some Kind of Heaven,2020,83
The Man Standing Next,2020,114
Mucho Mucho Amor: The Legend of Walter Mercado,2020,96
The Dissident,2020,119
V,2020,140
Memories of My Father,2020,136
Horse Girl,2020,103
Miss Americana,2020,85
A Fall from Grace,2020,120
Coded Bias,2020,86
Dick Johnson Is Dead,2020,89
Feels Good Man,2020,92
Welcome to Chechnya,2020,107
Assassins,2020,104
Into the Deep,2020,90
The Mole Agent,2020,84
The Truffle Hunters,2020,84
Spree,2020,93
Karakomik Filmler: Deli,2020,60
Time,2020,81
The Disciple,2020,129
You Know Him,2020,105
Kartoffelsalat 3 - Das Musical,2020,92
You Cannot Kill David Arquette,2020,91
The Yin-Yang Master: Dream of Eternity,2020,132
Run Hide Fight,2020,109
Gunda,2020,93
The Social Dilemma,2020,94
HIT,2020,125
The Beast,2020,97
Dance of the 41,2020,99
Bayi Toplantisi,2020,114
Varane Avashyamund,2020,145
Lapsis,2020,108
Eltilerin Savasi,2020,118
Kalashnikov,2020,110
Masameer: The Movie,2020,110
Rogue,2020,105
Draupathi,2020,159
She Dies Tomorrow,2020,86
Beastie Boys Story,2020,119
Undine,2020,91
Shithouse,2020,100
Choked,2020,114
AK vs AK,2020,108
Riders of Justice,2020,116
Hard Kill,2020,98
Mother,2020,126
"Crazy, Not Insane",2020,119
Godmothered,2020,110
Uncle Peckerhead,2020,97
The 2nd,2020,93
The Woman Who Ran,2020,77
There Is No Evil,2020,151
Lucky,2020,83
Bamfaad,2020,102
Chal Mera Putt 2,2020,124
Don't Listen,2020,97
Drown,2020,120
Sun Children,2020,99
Time to Hunt,2020,134
Vicious Fun,2020,101
Leyla Everlasting,2020,112
Superdeep,2020,115
Pokémon the Movie: Secrets of the Jungle,2020,99
The Sun of Gnosis,2020,120
The Edge of All We Know,2020,99
David Byrne's American Utopia,2020,105
Athlete A,2020,103
Sputnik,2020,113
Winter,2020,76
Derek DelGaudio's In & Of Itself,2020,90
A Whisker Away,2020,104
Virgin Bhanupriya,2020,111
One-Way to Tomorrow,2020,90
David Attenborough: A Life on Our Planet,2020,83
Made You Look: A True Story About Fake Art,2020,94
Elephant,2020,86
Trump Card,2020,103
Have a Good Trip,2020,85
Anything for Jackson,2020,97
One Night in Bangkok,2020,105
Becoming,2020,89
Rent-A-Pal,2020,108
Intuition,2020,116
Quarantine Girl,2020,61
Sinful,2020,74
Black Box,2020,100
Unfit: The Psychology of Donald Trump,2020,83
Bulbbul,2020,94
Little Big Women,2020,123
The Last Regret,2020,90
Attack on Titan: Chronicle,2020,122
"The Things We Say, the Things We Do",2020,122
Sweat,2020,106
Gagarine,2020,98
The Big Hit,2020,105
Beginning,2020,130
The Claus Family,2020,96
New Order,2020,86
Preparations to Be Together for an Unknown Period of Time,2020,95
Raat Akeli Hai,2020,149
Songbird,2020,84
Black Is King,2020,85
Valley Girl,2020,102
C U Soon,2020,98
Minor Premise,2020,95
Anelka: Misunderstood,2020,94
The Plot Against the President,2020,91
Words Bubble Up Like Soda Pop,2020,87
Meka Suri,2020,86
Host,2020,57
Comedy Couple,2020,117
Deliver Us from Evil,2020,108
Night in Paradise,2020,131
Violation,2020,107
The Old Ways,2020,90
Asalu Em Jarigindhante,2020,110
30 Years and 15 Minutes,2020,95
Freaks: You're One of Us,2020,92
Deathstroke: Knights & Dragons - The Movie,2020,87
"Josee, the Tiger and the Fish",2020,99
Evil Eye,2020,90
My Octopus Teacher,2020,85
London Confidential,2020,77
Atkan Chatkan,2020,126
The Call,2020,97
Tiki Taka,2020,104
American Murder: The Family Next Door,2020,83
A California Christmas,2020,106
Blackpink: Light Up the Sky,2020,79
Totally Under Control,2020,123
The Phenomenon,2020,100
Colour Photo,2020,140
Borat Subsequent Moviefilm,2020,95
Secrets of the Saqqara Tomb,2020,113
The Unhealer,2020,94
Operation Christmas Drop,2020,95
Middle Class Melodies,2020,135
The Mole: Undercover in North Korea,2020,123
Midnight at the Magnolia,2020,87
Just Another Christmas,2020,100
Yakuza and the Family,2020,136
Welcome Home,2020,126
321 Action,2020,100
Stand by Me Doraemon 2,2020,96
Unpaused,2020,113
Folklore: The Long Pond Studio Sessions,2020,105
"Ariana Grande: Excuse Me, I Love You",2020,97
All My Friends Are Dead,2020,96
Beyond the Infinite Two Minutes,2020,70
Demon Slayer: Kimetsu no Yaiba - The Hashira Meeting Arc,2020,106
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,2020,138
Bad Boys for Life,2020,124
Desperados,2020,105
The Last Days of American Crime,2020,148
Bloodshot,2020,109
Most Wanted,2020,125
Phineas and Ferb the Movie: Candace Against the Universe,2020,86
Death of Me,2020,94
Honest Thief,2020,99
2067,2020,114
Last Moment of Clarity,2020,90
Interreflections,2020,165
