tconst,primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,writers,Production Budget,Worldwide Gross
tt0482606,The Strangers,2008,86,6.1,135073,Bryan Bertino,Bryan Bertino,9000000,83051676
tt0483607,Doomsday,2008,113,5.9,78353,Neil Marshall,Neil Marshall,33000000,21621188
tt0486259,American Teen,2008,95,6.4,4198,Nanette Burstein,Nanette Burstein,5000000,989319
tt0486674,What Just Happened,2008,104,5.6,27973,Barry Levinson,Art Linson,27000000,2412123
tt0489099,Jumper,2008,88,6.1,312121,Doug Liman,"David S. Goyer, Jim Uhls, Simon Kinberg, Steven Gould",82500000,222640812
tt0489281,Stop-Loss,2008,112,6.4,20545,Kimberly Peirce,"Mark Richard, Kimberly Peirce",25000000,11229035
tt0489282,Strange Wilderness,2008,87,5.2,22251,Fred Wolf,"Peter Gaulke, Fred Wolf",20000000,6947084
tt0493464,Wanted,2008,110,6.7,395779,Timur Bekmambetov,"Michael Brandt, Derek Haas, Chris Morgan, Mark Millar, J.G. Jones",75000000,342416460
tt0497465,Vicky Cristina Barcelona,2008,96,7.1,260298,Woody Allen,Woody Allen,16000000,104504817
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,150,6.5,215736,Andrew Adamson,"Andrew Adamson, Christopher Markus, Stephen McFeely, C.S. Lewis",225000000,417341288
tt0758774,Body of Lies,2008,128,7,232219,Ridley Scott,"William Monahan, David Ignatius",67500000,118556530
tt0765476,Meet Dave,2008,90,5.1,42206,Brian Robbins,"Rob Greenberg, Bill Corbett",60000000,50648806
tt0780536,In Bruges,2008,107,7.9,441808,Martin McDonagh,Martin McDonagh,15000000,34527095
tt0785007,Over Her Dead Body,2008,95,5.2,25043,Jeff Lowell,Jeff Lowell,10000000,21596074
tt0790686,Mirrors,2008,110,6.1,109632,Alexandre Aja,"Alexandre Aja, Grégory Levasseur, Sung-ho Kim",35000000,77220596
tt0795421,Mamma Mia!,2008,108,6.5,253855,Phyllida Lloyd,Catherine Johnson,52000000,590493991
tt0795441,Winter in Wartime,2008,103,7,13167,Martin Koolhoven,"Martin Koolhoven, Paul Jan Nelissen, Jan Terlouw, Mieke de Jong",5800000,9662214
tt0799934,Be Kind Rewind,2008,102,6.4,92281,Michel Gondry,Michel Gondry,20000000,30894247
tt0800039,Forgetting Sarah Marshall,2008,111,7.1,290863,Nicholas Stoller,Jason Segel,30000000,105475310
tt0800080,The Incredible Hulk,2008,112,6.6,501753,Louis Leterrier,"Zak Penn, Stan Lee, Jack Kirby",137500000,265573859
tt0800240,Deception,2008,107,6,40089,Marcel Langenegger,Mark Bomback,25000000,12850033
tt0800241,Transsiberian,2008,111,6.6,53744,Brad Anderson,"Brad Anderson, Will Conroy",15000000,6379575
tt0800308,Appaloosa,2008,115,6.7,62554,Ed Harris,"Robert Knott, Ed Harris, Robert B. Parker",20000000,27911453
tt0811080,Speed Racer,2008,135,6,75582,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski, Tatsuo Yoshida",120000000,93394462
tt0811138,The Love Guru,2008,87,3.8,53551,Marco Schnabel,"Mike Myers, Graham Gordy",62000000,40159017
tt0814022,Bangkok Dangerous,2008,99,5.3,57403,"Oxide Chun Pang, Danny Pang","Jason Richman, Oxide Chun Pang, Danny Pang",45000000,46598133
tt0814314,Seven Pounds,2008,123,7.6,307394,Gabriele Muccino,Grant Nieporte,54000000,166617328
tt0815241,Religulous,2008,101,7.6,59575,Larry Charles,Bill Maher,2500000,13881317
tt0817538,Drillbit Taylor,2008,110,5.7,61259,Steven Brill,"Kristofor Brown, Seth Rogen, John Hughes",40000000,49686263
tt0822832,Marley & Me,2008,111,7,161592,David Frankel,"Scott Frank, Don Roos, John Grogan",60000000,247812011
tt0824747,Changeling,2008,141,7.8,258967,Clint Eastwood,J. Michael Straczynski,55000000,113805580
tt0830515,Quantum of Solace,2008,106,6.6,455677,Marc Forster,"Paul Haggis, Neal Purvis, Robert Wade",230000000,591692078
tt0831887,The Spirit,2008,103,4.7,61925,Frank Miller,"Frank Miller, Will Eisner",60000000,39006188
tt0832266,"Definitely, Maybe",2008,112,7.1,168803,Adam Brooks,Adam Brooks,7000000,55617866
tt0838283,Step Brothers,2008,98,6.9,302951,Adam McKay,"Will Ferrell, Adam McKay, John C. Reilly",65000000,128107642
tt0839980,Semi-Pro,2008,91,5.8,83964,Kent Alterman,Scot Armstrong,55000000,43980363
tt0844671,College,2008,94,4.5,12554,Deb Hagan,"Dan Callahan, Adam Ellison",6000000,6176114
tt0846308,Kit Kittredge: An American Girl,2008,101,6.5,6151,Patricia Rozema,"Ann Peacock, Valerie Tripp",10000000,17657973
tt0852713,The House Bunny,2008,97,5.5,85929,Fred Wolf,"Karen McCullah, Kirsten Smith",25000000,71390601
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,165010,Rob Cohen,"Alfred Gough, Miles Millar, John L. Balderston, Stephen Sommers",175000000,405760225
tt0861689,Blindness,2008,121,6.5,73828,Fernando Meirelles,"José Saramago, Don McKellar",25000000,20052958
tt0864761,The Duchess,2008,110,6.9,84929,Saul Dibb,"Jeffrey Hatcher, Anders Thomas Jensen, Saul Dibb, Amanda Foreman",27000000,45160110
tt0865556,The Forbidden Kingdom,2008,104,6.5,107125,Rob Minkoff,John Fusco,55000000,129075270
tt0866439,Made of Honor,2008,101,5.8,73581,Paul Weiland,"Adam Sztykiel, Deborah Kaplan, Harry Elfont",40000000,106548738
tt0870111,Frost/Nixon,2008,122,7.7,109821,Ron Howard,Peter Morgan,29000000,28452945
tt0871426,Baby Mama,2008,99,6,46129,Michael McCullers,Michael McCullers,30000000,64170447
tt0880578,Untraceable,2008,101,6.2,51665,Gregory Hoblit,"Robert Fyvolent, Mark Brinker, Allison Burnett",35000000,52649951
tt0884224,"War, Inc.",2008,107,5.5,22200,Joshua Seftel,"Mark Leyner, Jeremy Pikser, John Cusack",10000000,1299855
tt0887883,Burn After Reading,2008,96,7,339268,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",37000000,168167798
tt0889588,The Children of Huang Shi,2008,125,7,9814,Roger Spottiswoode,"Jane Hawksley, James MacManus, Simon van der Borgh",20000000,8221700
tt0893382,Shine a Light,2008,122,7.1,11968,Martin Scorsese,\N,1000000,16173879
tt0896866,Standard Operating Procedure,2008,116,7.4,4035,Errol Morris,\N,5000000,332120
tt0910936,Pineapple Express,2008,111,6.9,346094,David Gordon Green,"Seth Rogen, Evan Goldberg, Judd Apatow",26000000,102404019
tt0914797,Bottle Shock,2008,110,6.8,17096,Randall Miller,"Jody Savin, Randall Miller, Ross Schwartz, Lannette Pabon",5000000,4815890
tt0918927,Doubt,2008,104,7.5,132276,John Patrick Shanley,John Patrick Shanley,20000000,53191101
tt0923600,Baghead,2008,84,6,5137,"Jay Duplass, Mark Duplass","Jay Duplass, Mark Duplass, John E. Bryant",200000,140016
tt0926129,Prom Night,2008,88,3.9,36735,Nelson McCormick,J.S. Cardone,18000000,57193655
tt0936501,Taken,2008,90,7.8,611678,Pierre Morel,"Luc Besson, Robert Mark Kamen",25000000,226941585
tt0942385,Tropic Thunder,2008,107,7.1,426665,Ben Stiller,"Justin Theroux, Ben Stiller, Etan Cohen",90000000,191145256
tt0944101,Good Dick,2008,86,6.3,8140,Marianna Palka,Marianna Palka,200000,52443
tt0947802,Lakeview Terrace,2008,110,6.2,53774,Neil LaBute,"David Loughery, Howard Korder",20000000,44821299
tt0949731,The Happening,2008,91,5,210905,M. Night Shyamalan,M. Night Shyamalan,60000000,162778384
tt0951216,Mad Money,2008,104,5.8,22068,Callie Khouri,"Glenn Gers, John Mister, Neil McKay, Terry Winsor",22000000,25044057
tt0959337,Revolutionary Road,2008,119,7.3,217535,Sam Mendes,"Justin Haythe, Richard Yates",45000000,79604820
tt0960731,Bedtime Stories,2008,99,6,97582,Adam Shankman,"Matt Lopez, Tim Herlihy",80000000,221468935
tt0962726,High School Musical 3: Senior Year,2008,112,4.9,64541,Kenny Ortega,Peter Barsocchini,11000000,274392880
tt0963194,Repo! The Genetic Opera,2008,98,6.4,25637,Darren Lynn Bousman,"Darren Smith, Terrance Zdunich",8500000,198883
tt0963794,The Ruins,2008,90,5.9,77317,Carter Smith,Scott B. Smith,25000000,22910563
tt0964539,Pathology,2008,95,5.9,32747,Marc Schölermann,"Mark Neveldine, Brian Taylor",8000000,3270974
tt0970411,City of Ember,2008,90,6.4,67465,Gil Kenan,"Caroline Thompson, Jeanne Duprau",38000000,17831558
tt0970416,The Day the Earth Stood Still,2008,104,5.5,173368,Scott Derrickson,"David Scarpa, Edmund H. North",80000000,237370350
tt0976051,The Reader,2008,124,7.6,250415,Stephen Daldry,"David Hare, Bernhard Schlink",32500000,112964875
tt0976247,"Surfer, Dude",2008,85,4.6,8943,S.R. Bindler,"S.R. Bindler, Mark Gustawes, George R. Mays, Cory Van Dyke",6000000,36497
tt0978759,Frozen River,2008,97,7.1,26015,Courtney Hunt,Courtney Hunt,1000000,6030129
tt0981227,Nick and Norah's Infinite Playlist,2008,90,6.6,93728,Peter Sollett,"Lorene Scafaria, Rachel Cohn, David Levithan",10000000,33886017
tt0985699,Valkyrie,2008,121,7.1,249325,Bryan Singer,"Christopher McQuarrie, Nathan Alexander",90000000,203932174
tt0988047,Traitor,2008,114,6.9,58339,Jeffrey Nachmanoff,"Jeffrey Nachmanoff, Steve Martin",22000000,27882226
tt0988595,27 Dresses,2008,111,6.1,168009,Anne Fletcher,Aline Brosh McKenna,30000000,160247805
tt0995039,Ghost Town,2008,102,6.7,75283,David Koepp,"David Koepp, John Kamps",20000000,29958228
tt1000774,Sex and the City,2008,145,5.7,123938,Michael Patrick King,"Michael Patrick King, Candace Bushnell, Darren Star",57500000,415247258
tt1001562,Witless Protection,2008,99,3.4,6412,Charles Robert Carner,"Charles Robert Carner, Alan C. Blomquist",7500000,4151836
tt1007028,Zack and Miri Make a Porno,2008,101,6.5,179567,Kevin Smith,Kevin Smith,24000000,36856306
tt1010048,Slumdog Millionaire,2008,120,8,855426,"Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup",14000000,383825427
tt1012804,Redbelt,2008,99,6.7,21252,David Mamet,David Mamet,7000000,2667084
tt1013753,Milk,2008,128,7.5,175606,Gus Van Sant,Dustin Lance Black,20000000,57293371
tt1014775,Beverly Hills Chihuahua,2008,91,3.9,24976,Raja Gosnell,"Analisa LaBianco, Jeffrey Bushell",20000000,154218168
tt1018785,The Sisterhood of the Traveling Pants 2,2008,119,6.2,29897,Sanaa Hamri,"Elizabeth Chandler, Ann Brashares",27000000,44270131
tt1020530,Eden Lake,2008,91,6.7,88195,James Watkins,James Watkins,2000000,4294373
tt1023111,Never Back Down,2008,113,6.5,103415,Jeff Wadlow,Chris Hauty,21000000,39319801
tt1024715,Choke,2008,92,6.4,32979,Clark Gregg,"Clark Gregg, Chuck Palahniuk",3400000,4124277
tt1027862,Swing Vote,2008,120,6.1,19040,Joshua Michael Stern,"Jason Richman, Joshua Michael Stern, David Giammarco",21000000,17589867
tt1031969,The Rocker,2008,102,6.2,39386,Peter Cattaneo,"Maya Forbes, Wallace Wolodarsky, Ryan Jaffe",15000000,8767338
tt1032755,RocknRolla,2008,114,7.2,257362,Guy Ritchie,Guy Ritchie,18000000,27794339
tt1034331,Righteous Kill,2008,101,6,89720,Jon Avnet,Russell Gewirtz,60000000,78481410
tt1042877,Cadillac Records,2008,109,7,22300,Darnell Martin,Darnell Martin,12000000,8942516
tt1045655,The Haunting of Molly Hartley,2008,85,3.9,9916,Mickey Liddell,"John Travis, Rebecca Sonnenshine",5000000,15318257
tt1046163,My Best Friend's Girl,2008,101,5.8,45212,Howard Deutch,Jordan Cahan,20000000,34787111
tt1046997,Miracle at St. Anna,2008,160,6.1,18850,Spike Lee,James McBride,45000000,9676497
tt1047494,Meet the Browns,2008,100,4.4,7117,Tyler Perry,Tyler Perry,20000000,41975388
tt1054588,Flash of Genius,2008,119,7,17401,Marc Abraham,"Philip Railsback, John Seabrook",20000000,4504111
tt1059786,Eagle Eye,2008,118,6.6,190152,D.J. Caruso,"John Glenn, Travis Wright, Hillary Seitz, Dan McDermott",80000000,180585259
tt1060277,Cloverfield,2008,85,7,406388,Matt Reeves,Drew Goddard,25000000,171302226
tt1068680,Yes Man,2008,104,6.8,369298,Peyton Reed,"Nicholas Stoller, Jarrad Paul, Andrew Mogel, Danny Wallace",50000000,225990976
tt1073498,Meet the Spartans,2008,87,2.8,109362,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",30000000,84646831
tt1082868,Quarantine,2008,89,5.9,74924,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle, Jaume Balagueró, Luiso Berdejo, Paco Plaza",12000000,41924774
tt1082886,The Wackness,2008,99,6.9,30960,Jonathan Levine,Jonathan Levine,6000000,3330012
tt1084950,Rachel Getting Married,2008,113,6.7,50089,Jonathan Demme,Jenny Lumet,12000000,17475475
tt1090671,No Man's Land: The Rise of Reeker,2008,88,4.8,3459,Dave Payne,Dave Payne,2000000,0
tt1091751,The Longshots,2008,94,5.5,4288,Fred Durst,Nick Santora,23000000,11778396
tt1092082,Passchendaele,2008,114,6.4,8551,Paul Gross,Paul Gross,20000000,4453327
tt1099212,Twilight,2008,122,5.3,469257,Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer",37000000,402278564
tt1104733,Hamlet 2,2008,92,6.3,17146,Andrew Fleming,"Pam Brady, Andrew Fleming",9000000,4934104
tt1111948,Soul Men,2008,100,6.4,11291,Malcolm D. Lee,"Robert Ramsey, Matthew Stone",40000000,12345883
tt1125849,The Wrestler,2008,109,7.9,311553,Darren Aronofsky,Robert Siegel,6000000,46634275
tt1129423,Fireproof,2008,122,6.4,23335,Alex Kendrick,"Alex Kendrick, Stephen Kendrick",500000,33473297
tt1129442,Transporter 3,2008,104,6,170616,Olivier Megaton,"Luc Besson, Robert Mark Kamen",40000000,112930957
tt1132626,Saw V,2008,92,5.8,127938,David Hackl,"Patrick Melton, Marcus Dunstan",10800000,118209778
tt1135985,Sex Drive,2008,109,6.5,88971,Sean Anders,"Sean Anders, John Morris, Andy Behrens",19000000,10412485
tt1152850,Wendy and Lucy,2008,80,7.1,18858,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt",300000,1416046
tt1155592,Man on Wire,2008,94,7.7,57020,James Marsh,Philippe Petit,1900000,5617067
tt1175491,W.,2008,129,6.3,49145,Oliver Stone,Stanley Weiser,25100000,28575778
tt1185616,Waltz with Bashir,2008,90,8,58805,Ari Folman,Ari Folman,2000000,13912289
tt1185834,Star Wars: The Clone Wars,2008,98,5.9,68236,Dave Filoni,"Henry Gilroy, Steven Melching, Scott Murphy, George Lucas",8500000,68695443
tt1190617,An American Carol,2008,83,4,9961,David Zucker,"David Zucker, Myrna Sokoloff, Lewis Friedman",20000000,7022183
tt1205489,Gran Torino,2008,116,8.1,785380,Clint Eastwood,"Nick Schenk, Dave Johannson",25000000,274543085
tt1213644,Disaster Movie,2008,87,1.9,92576,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",20000000,36720752
tt0327597,Coraline,2009,100,7.7,239586,Henry Selick,"Henry Selick, Neil Gaiman",60000000,126037057
tt0361748,Inglourious Basterds,2009,153,8.3,1478216,Quentin Tarantino,Quentin Tarantino,70000000,316802281
tt0362478,The Box,2009,115,5.6,93238,Richard Kelly,"Richard Kelly, Richard Matheson",25000000,34356760
tt0365929,Whiteout,2009,101,5.5,39544,Dominic Sena,"Jon Hoeber, Erich Hoeber, Chad Hayes, Carey W. Hayes, Greg Rucka, nm2906032",35000000,12254746
tt0375568,Astro Boy,2009,94,6.2,37969,David Bowers,"Osamu Tezuka, David Bowers, Timothy Harris, Colin Brady",65000000,41636243
tt0380510,The Lovely Bones,2009,135,6.6,172941,Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson, Alice Sebold",95000000,94894448
tt0386117,Where the Wild Things Are,2009,101,6.7,106427,Spike Jonze,"Spike Jonze, Dave Eggers, Maurice Sendak",100000000,99123656
tt0409459,Watchmen,2009,162,7.6,560202,Zack Snyder,"Dave Gibbons, David Hayter, Alex Tse",138000000,186976250
tt0417741,Harry Potter and the Half-Blood Prince,2009,153,7.6,559541,David Yates,"Steve Kloves, J.K. Rowling",250000000,929411069
tt0432283,Fantastic Mr. Fox,2009,87,7.9,241233,Wes Anderson,"Roald Dahl, Wes Anderson, Noah Baumbach",40000000,46458811
tt0436339,G-Force,2009,88,5.1,47920,Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley, Hoyt Yeatman, David P.I. James",150000000,292817841
tt0438488,Terminator Salvation,2009,115,6.5,367441,McG,"John Brancato, Michael Ferris",200000000,365491792
tt0448011,Knowing,2009,121,6.2,238590,Alex Proyas,"Ryne Douglas Pearson, Juliet Snowden, Stiles White",50000000,186450317
tt0450405,Cirque du Freak: The Vampire's Assistant,2009,119,5.8,47110,Paul Weitz,"Paul Weitz, Brian Helgeland, Darren Shan",40000000,39753957
tt0457400,Land of the Lost,2009,102,5.3,72899,Brad Silberling,"Chris Henchy, Dennis McNicholas, Sid Krofft, Marty Krofft",100000000,69548641
tt0458525,X-Men Origins: Wolverine,2009,107,6.5,512903,Gavin Hood,"David Benioff, Skip Woods",150000000,374825760
tt0465580,Push,2009,111,6.1,113091,Paul McGuigan,David Bourla,38000000,49678401
tt0472033,9,2009,79,7,142590,Shane Acker,"Pamela Pettler, Shane Acker, Ben Gluck",30000000,48559999
tt0472198,Notorious,2009,122,6.7,44756,George Tillman Jr.,"Reggie Rock Bythewood, Cheo Hodari Coker",19000000,44972183
tt0473705,State of Play,2009,127,7.1,154832,Kevin Macdonald,"Matthew Michael Carnahan, Tony Gilroy, Billy Ray, Paul Abbott",60000000,88832210
tt0499549,Avatar,2009,162,7.9,1333220,James Cameron,James Cameron,237000000,2923706026
tt0758746,Friday the 13th,2009,97,5.5,111044,Marcus Nispel,"Victor Miller, Damian Shannon, Mark Swift, Mark Wheaton",17000000,92670237
tt0762125,Planet 51,2009,91,6,56603,"Jorge Blanco, Javier Abad, Marcos Martínez","Joe Stillman, Javier Abad, Jorge Blanco, Marcos Martínez, Ignacio Pérez Dolset",60000000,108996113
tt0765010,Brothers,2009,105,7.1,134095,Jim Sheridan,"David Benioff, Susanne Bier, Anders Thomas Jensen",26000000,45043870
tt0775552,Aliens in the Attic,2009,86,5.4,23065,John Schultz,"Mark Burton, Adam F. Goldberg",45000000,59551283
tt0780511,Everybody's Fine,2009,100,7.1,62567,Kirk Jones,"Kirk Jones, Giuseppe Tornatore, Tonino Guerra, Massimo De Rita",20000000,9208876
tt0780521,The Princess and the Frog,2009,97,7.1,151932,"Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb, Jason Oremland, Rob Edwards, E.D. Baker",105000000,270997378
tt0780567,Imagine That,2009,107,5.6,15290,Karey Kirkpatrick,"Ed Solomon, Chris Matheson",55000000,22438144
tt0785006,Hotel for Dogs,2009,100,5.4,24114,Thor Freudenthal,"Jeff Lowell, Bob Schooley, Mark McCorkle, Lois Duncan",35000000,122357172
tt0790712,The Messenger,2009,113,7.1,35849,Oren Moverman,"Alessandro Camon, Oren Moverman",6500000,1744952
tt0795438,Not Easily Broken,2009,99,6,3089,Bill Duke,"Brian Bird, T.D. Jakes",5000000,10732909
tt0796366,Star Trek,2009,127,7.9,608582,J.J. Abrams,"Roberto Orci, Alex Kurtzman, Gene Roddenberry",140000000,386839614
tt0808151,Angels & Demons,2009,138,6.7,299046,Ron Howard,"David Koepp, Akiva Goldsman, Dan Brown",150000000,490875846
tt0810784,Bright Star,2009,119,6.9,28003,Jane Campion,"Jane Campion, Andrew Motion",8500000,17220091
tt0814335,The Stepfather,2009,101,5.6,36458,Nelson McCormick,"J.S. Cardone, Donald E. Westlake, Carolyn Lefcourt, Brian Garfield",20000000,29227561
tt0821642,The Soloist,2009,117,6.7,54340,Joe Wright,"Susannah Grant, Steve Lopez",60000000,38522450
tt0844471,Cloudy with a Chance of Meatballs,2009,90,6.9,241106,"Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Judi Barrett, Ron Barrett, Rob Greenberg",100000000,236827677
tt0844479,The Collector,2009,90,6.3,67801,Marcus Dunstan,"Patrick Melton, Marcus Dunstan",3000000,10473836
tt0844708,The Last House on the Left,2009,110,6.5,95775,Dennis Iliadis,"Adam Alleca, Carl Ellsworth, Wes Craven",15000000,46526243
tt0865559,My Life in Ruins,2009,98,5.9,20276,Donald Petrie,Mike Reiss,17000000,20477425
tt0875034,Nine,2009,118,5.8,44443,Rob Marshall,"Michael Tolkin, Anthony Minghella, Arthur Kopit, Maury Yeston, Mario Fratti",80000000,56984219
tt0878804,The Blind Side,2009,129,7.6,341178,John Lee Hancock,"John Lee Hancock, Michael Lewis",35000000,305705794
tt0881891,All About Steve,2009,99,4.8,43039,Phil Traill,Kim Barker,15000000,40127259
tt0889583,Brüno,2009,81,5.9,150701,Larry Charles,"Sacha Baron Cohen, Anthony Hines, Dan Mazer, Jeff Schaffer, Peter Baynham",42000000,138708527
tt0891592,Street Fighter: The Legend of Chun-Li,2009,96,3.7,24481,Andrzej Bartkowiak,"Justin Marks, Takashi Nishiyama, Hiroshi Matsumoto, Akira Nishitani, Akira Yasuda, Alexandre Dumas, nm8348236",50000000,12660287
tt0892782,Monsters vs. Aliens,2009,94,6.4,167606,"Rob Letterman, Conrad Vernon","Maya Forbes, Wallace Wolodarsky, Rob Letterman, Jonathan Aibel, Glenn Berger, Conrad Vernon",175000000,381687380
tt0898367,The Road,2009,111,7.2,244251,John Hillcoat,"Joe Penhall, Cormac McCarthy",25000000,29206732
tt0899106,Love Happens,2009,109,5.6,33450,Brandon Camp,"Brandon Camp, Mike Thompson",18000000,36133014
tt0901476,Bride Wars,2009,89,5.4,110374,Gary Winick,"Greg DePaul, Casey Wilson, June Diane Raphael",30000000,115150424
tt0913354,Armored,2009,88,5.7,31226,Nimród Antal,James V. Simpson,20000000,23661038
tt0962736,The Young Victoria,2009,105,7.2,63500,Jean-Marc Vallée,Julian Fellowes,35000000,31878891
tt0963178,The International,2009,118,6.5,97129,Tom Tykwer,Eric Warren Singer,50000000,53850527
tt0971209,A Perfect Getaway,2009,98,6.5,74269,David Twohy,David Twohy,14000000,22815460
tt0974661,17 Again,2009,102,6.4,206550,Burr Steers,Jason Filardi,40000000,139474906
tt0976222,Bandslam,2009,111,6.3,14877,Todd Graff,"Josh A. Cagan, Todd Graff",20000000,12967829
tt0976238,Old Dogs,2009,88,5.3,38668,Walt Becker,"David Diamond, David Weissman",35000000,95104304
tt0986263,Surrogates,2009,89,6.3,177208,Jonathan Mostow,"John Brancato, Robert Venditti, Brett Weldele, Michael Ferris",80000000,119668350
tt0988045,Sherlock Holmes,2009,128,7.6,644724,Guy Ritchie,"Michael Robert Johnson, Anthony Peckham, Simon Kinberg, Lionel Wigram, Arthur Conan Doyle",90000000,498438212
tt1001508,He's Just Not That Into You,2009,129,6.4,176858,Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt, Liz Tuccillo",40000000,181053657
tt1007018,The Open Road,2009,91,5.5,3626,Michael Meredith,Michael Meredith,10000000,19716
tt1013752,Fast & Furious,2009,107,6.5,293605,Justin Lin,"Chris Morgan, Gary Scott Thompson",85000000,359347833
tt1016075,Fame,2009,107,5,16639,Kevin Tancharoen,"Allison Burnett, Christopher Gore",18000000,80227619
tt1019452,A Serious Man,2009,106,7,145346,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",7000000,30360570
tt1032815,"I Love You, Beth Cooper",2009,102,5.3,36307,Chris Columbus,Larry Doyle,18000000,16382538
tt1034032,Gamer,2009,95,5.7,136983,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor",50000000,42002029
tt1034302,The Cry of the Owl,2009,100,5.9,4909,Jamie Thraves,"Jamie Thraves, Patricia Highsmith",11500000,0
tt1041829,The Proposal,2009,108,6.7,336605,Anne Fletcher,Peter Chiarelli,40000000,314709717
tt1045778,Year One,2009,97,4.9,100275,Harold Ramis,"Harold Ramis, Gene Stupnitsky, Lee Eisenberg",60000000,57604723
tt1046173,G.I. Joe: The Rise of Cobra,2009,118,5.7,211238,Stephen Sommers,"Stuart Beattie, David Elliot, Paul Lovett, Michael B. Gordon, Stephen Sommers",175000000,302469017
tt1049413,Up,2009,96,8.3,1060884,"Pete Docter, Bob Peterson","Pete Docter, Bob Peterson, Tom McCarthy",175000000,731463377
tt1054606,The Imaginarium of Doctor Parnassus,2009,123,6.8,151254,Terry Gilliam,"Terry Gilliam, Charles McKeown",30000000,64352607
tt1055369,Transformers: Revenge of the Fallen,2009,149,5.9,412767,Michael Bay,"Ehren Kruger, Roberto Orci, Alex Kurtzman",210000000,836519699
tt1057500,Invictus,2009,134,7.3,162701,Clint Eastwood,"Anthony Peckham, John Carlin",60000000,124514011
tt1058017,The Invention of Lying,2009,100,6.3,143828,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson",18500000,32714818
tt1071804,Ink,2009,107,6.8,21991,Jamin Winans,Jamin Winans,250000,0
tt1075417,Race to Witch Mountain,2009,98,5.7,61088,Andy Fickman,"Matt Lopez, Mark Bomback, Alexander Key",50000000,105103784
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,105,6,202491,Shawn Levy,"Robert Ben Garant, Thomas Lennon",150000000,402231063
tt1078940,Couples Retreat,2009,113,5.5,111029,Peter Billingsley,"Jon Favreau, Vince Vaughn, Dana Fox",60000000,172450423
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,94,6.9,251610,"Michael Thurmeier, Carlos Saldanha","Michael Berg, Peter Ackerman, Mike Reiss, Yoni Brenner, nm3508936, Peter Gaulke, Gerry Swallow, Michael J. Wilson",90000000,886686817
tt1082601,Fighting,2009,105,5.5,33627,Dito Montiel,"Robert Munic, Dito Montiel",25000000,32831707
tt1091722,Adventureland,2009,107,6.8,163567,Greg Mottola,Greg Mottola,9800000,17553055
tt1092633,"The Goods: Live Hard, Sell Hard",2009,89,5.7,21901,Neal Brennan,"Andy Stock, Rick Stempson",10000000,15297318
tt1095174,New in Town,2009,97,5.6,24107,Jonas Elmer,"Ken Rance, C. Jay Cox",8000000,29937909
tt1095217,Bad Lieutenant: Port of Call New Orleans,2009,122,6.6,78695,Werner Herzog,William M. Finkelstein,25000000,12413949
tt1097013,Next Day Air,2009,84,5.7,10901,Benny Boom,Blair Cobbs,3000000,10172519
tt1098327,Dragonball Evolution,2009,85,2.5,76372,James Wong,"Ben Ramsey, Akira Toriyama",30000000,56511457
tt1100119,Shorts,2009,89,4.7,7661,Robert Rodriguez,"Robert Rodriguez, Álvaro Rodríguez, Víctor Ugalde",20000000,29870801
tt1103982,The Girlfriend Experience,2009,77,5.5,16903,Steven Soderbergh,"David Levien, Brian Koppelman",1300000,1005840
tt1111422,The Taking of Pelham 123,2009,106,6.4,201161,Tony Scott,"Brian Helgeland, John Godey",110000000,152364370
tt1114677,Hannah Montana: The Movie,2009,102,4.6,43810,Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll, Barry O'Brien",30000000,169173206
tt1114740,Paul Blart: Mall Cop,2009,91,5.2,112946,Steve Carr,"Kevin James, Nick Bakay",26000000,185904750
tt1119646,The Hangover,2009,100,7.7,801257,Todd Phillips,"Jon Lucas, Scott Moore",35000000,465487583
tt1127896,Taking Woodstock,2009,120,6.7,29550,Ang Lee,"James Schamus, Elliot Tiber, Tom Monte",29000000,10066366
tt1129445,Amelia,2009,111,5.8,13049,Mira Nair,"Ron Bass, Anna Hamilton Phelan, Susan Butler, Mary S. Lovell",40000000,19756077
