tconst,primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,writers,Production Budget,Worldwide Gross
tt1130080,The Informant!,2009,108,6.5,66024,Steven Soderbergh,"Scott Z. Burns, Kurt Eichenwald",22000000,41771168
tt1131729,The Boat That Rocked,2009,135,7.3,113401,Richard Curtis,Richard Curtis,50000000,37472651
tt1131734,Jennifer's Body,2009,102,5.4,139913,Karyn Kusama,Diablo Cody,16000000,31943401
tt1135487,Duplicity,2009,125,6.1,51317,Tony Gilroy,Tony Gilroy,60000000,81079566
tt1135503,Julie & Julia,2009,123,7,123110,Nora Ephron,"Nora Ephron, Julie Powell, Julia Child, Alex Prud'homme",40000000,131516178
tt1136608,District 9,2009,112,7.9,691303,Neill Blomkamp,"Neill Blomkamp, Terri Tatchell",30000000,212453431
tt1139668,The Unborn,2009,88,4.7,52356,David S. Goyer,David S. Goyer,16000000,78208812
tt1142433,Post Grad,2009,88,5.3,14603,Vicky Jenson,Kelly Fremon Craig,15000000,6563402
tt1142988,The Ugly Truth,2009,96,6.4,223239,Robert Luketic,"Nicole Eastman, Karen McCullah, Kirsten Smith",38000000,205298907
tt1144884,The Final Destination,2009,82,5.1,109436,David R. Ellis,"Eric Bress, Jeffrey Reddick",40000000,187384627
tt1147687,The Devil's Tomb,2009,90,3.7,6977,Jason Connery,Keith Kjornes,10000000,0
tt1148204,Orphan,2009,123,7,237121,Jaume Collet-Serra,"David Leslie Johnson-McGoldrick, Alex Mace",20000000,78769428
tt1151922,Miss March,2009,90,5,21838,"Zach Cregger, Trevor Moore","Zach Cregger, Trevor Moore, Dennis Haggerty, Ryan Homchick, Thomas Mimms",6000000,4713059
tt1152836,Public Enemies,2009,140,7,308423,Michael Mann,"Ronan Bennett, Michael Mann, Ann Biderman, Bryan Burrough",102500000,212282709
tt1153706,Dance Flick,2009,83,3.5,12482,Damien Dante Wayans,"Keenen Ivory Wayans, Shawn Wayans, Marlon Wayans, Craig Wayans, Damien Dante Wayans",25000000,32224624
tt1155056,"I Love You, Man",2009,105,7,210682,John Hamburg,"John Hamburg, Larry Levin",40000000,92302502
tt1156398,Zombieland,2009,88,7.6,590354,Ruben Fleischer,"Rhett Reese, Paul Wernick",23600000,102236596
tt1160368,12 Rounds,2009,108,5.6,29580,Renny Harlin,Daniel Kunka,20000000,17306648
tt1161418,Gentlemen Broncos,2009,89,6.1,11918,Jared Hess,"Jared Hess, Jerusha Hess",9500000,119955
tt1172233,Whip It,2009,111,6.9,68641,Drew Barrymore,Shauna Cross,15000000,18889972
tt1172994,The House of the Devil,2009,95,6.3,48569,Ti West,Ti West,900000,102812
tt1174732,An Education,2009,100,7.3,135879,Lone Scherfig,"Lynn Barber, Nick Hornby",7500000,29652736
tt1176740,Away We Go,2009,98,7,54246,Sam Mendes,"Dave Eggers, Vendela Vida",21000000,10108016
tt1178663,Whatever Works,2009,93,7.1,75195,Woody Allen,Woody Allen,15000000,35106706
tt1179258,Chéri,2009,100,6.1,11406,Stephen Frears,"Christopher Hampton, Colette",23000000,2715657
tt1179891,My Bloody Valentine,2009,101,5.4,58286,Patrick Lussier,"Todd Farmer, Zane Smith, John Beaird, Stephen A. Miller",14000000,102836002
tt1182345,Moon,2009,97,7.8,365071,Duncan Jones,"Duncan Jones, Nathan Parker",5000000,10676073
tt1185836,Adam,2009,99,7.1,35038,Max Mayer,Max Mayer,3200000,2834485
tt1186367,Ninja Assassin,2009,99,6.3,73520,James McTeigue,"Matthew Sand, J. Michael Straczynski",50000000,62209892
tt1188729,Pandorum,2009,108,6.7,154190,Christian Alvart,"Travis Milloy, Christian Alvart",40000000,17033431
tt1190080,2012,2009,158,5.8,384270,Roland Emmerich,"Roland Emmerich, Harald Kloser",200000000,757677748
tt1193138,Up in the Air,2009,109,7.4,340530,Jason Reitman,"Walter Kirn, Jason Reitman, Sheldon Turner",25000000,166842739
tt1194238,Polytechnique,2009,77,7.2,17400,Denis Villeneuve,"Jacques Davidts, Denis Villeneuve, Eric Leca",6000000,1418304
tt1197624,Law Abiding Citizen,2009,109,7.4,304465,F. Gary Gray,Kurt Wimmer,53000000,131159781
tt1197628,Observe and Report,2009,86,5.7,63985,Jody Hill,Jody Hill,18000000,27148898
tt1198138,Obsessed,2009,108,5,32904,Steve Shill,David Loughery,20000000,73964713
tt1201167,Funny People,2009,146,6.3,120708,Judd Apatow,Judd Apatow,72500000,71880305
tt1220198,The Fourth Kind,2009,98,5.9,79389,Olatunde Osunsanmi,"Olatunde Osunsanmi, Terry Robbins",10000000,49486874
tt1220213,Grace,2009,85,5.2,8096,Paul Solet,Paul Solet,5000000,8297
tt1220220,Motherhood,2009,90,4.6,4648,Katherine Dieckmann,Katherine Dieckmann,10000000,723388
tt1220628,I Hope They Serve Beer in Hell,2009,105,5.2,8582,Bob Gosse,"Tucker Max, Nils Parker",7000000,1429453
tt1225822,Extract,2009,92,6.1,49122,Mike Judge,Mike Judge,7500000,10849158
tt1226271,The Damned United,2009,98,7.5,44716,Tom Hooper,"Peter Morgan, David Peace",6400000,4199874
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,88,4.5,51114,Betty Thomas,"Jon Vitti, Jonathan Aibel, Glenn Berger, Ross Bagdasarian",70000000,443483213
tt1232207,Capitalism: A Love Story,2009,127,7.4,43202,Michael Moore,Michael Moore,20000000,19121531
tt1232783,Sorority Row,2009,101,5.1,31374,Stewart Hendler,"Josh Stolberg, Pete Goldfinger, Mark Rosman",12500000,26735797
tt1233227,Saw VI,2009,90,6,115366,Kevin Greutert,"Patrick Melton, Marcus Dunstan",11000000,69752402
tt1234548,The Men Who Stare at Goats,2009,94,6.2,134609,Grant Heslov,"Jon Ronson, Peter Straughan",24000000,67348218
tt1259571,The Twilight Saga: New Moon,2009,130,4.7,289378,Chris Weitz,"Melissa Rosenberg, Stephenie Meyer",50000000,687557727
tt1262981,World's Greatest Dad,2009,99,6.9,39751,Bobcat Goldthwait,Bobcat Goldthwait,10000000,295750
tt1263670,Crazy Heart,2009,112,7.2,91795,Scott Cooper,"Scott Cooper, Thomas Cobb",8500000,47417251
tt1314228,Did You Hear About the Morgans?,2009,103,4.9,41408,Marc Lawrence,Marc Lawrence,58000000,80480566
tt1315981,A Single Man,2009,99,7.5,114489,Tom Ford,"Christopher Isherwood, Tom Ford, David Scearce",7000000,28142379
tt1434447,Rocket Singh: Salesman of the Year,2009,150,7.5,21034,Shimit Amin,Jaideep Sahni,1070000,5348767
tt1532957,Paa,2009,133,7.1,12300,R. Balki,R. Balki,4300000,9791282
tt0398286,Tangled,2010,100,7.7,464834,"Nathan Greno, Byron Howard","Dan Fogelman, Jacob Grimm, Wilhelm Grimm",260000000,583777242
tt0427152,Dinner for Schmucks,2010,114,5.9,108472,Jay Roach,"David Guion, Michael Handelman, Francis Veber",69000000,86796502
tt0429493,The A-Team,2010,117,6.7,262474,Joe Carnahan,"Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo, Stephen J. Cannell",110000000,177241171
tt0435761,Toy Story 3,2010,103,8.3,848971,Lee Unkrich,"John Lasseter, Andrew Stanton, Lee Unkrich, Michael Arndt",200000000,1068879522
tt0455407,The Crazies,2010,101,6.5,124307,Breck Eisner,"Scott Kosar, Ray Wright, George A. Romero",19000000,56445534
tt0464154,Piranha 3D,2010,88,5.5,93397,Alexandre Aja,"Pete Goldfinger, Josh Stolberg",24000000,83660160
tt0477080,Unstoppable,2010,98,6.8,201082,Tony Scott,Mark Bomback,95000000,165720921
tt0480255,The Losers,2010,97,6.2,104115,Sylvain White,"Peter Berg, James Vanderbilt, Andy Diggle, Jock",25000000,29863840
tt0482461,Barry Munday,2010,95,5.8,4398,Chris D'Arienzo,"Chris D'Arienzo, Frank Turner Hollon",3000000,0
tt0492389,Furry Vengeance,2010,92,3.8,17658,Roger Kumble,"Michael Carnes, Josh Gilbert",35000000,39340177
tt0493949,Ramona and Beezus,2010,104,6.5,19347,Elizabeth Allen Rosenbaum,"Laurie Craig, Nick Pustay, Beverly Cleary",15000000,27469621
tt0780653,The Wolfman,2010,103,5.8,108449,Joe Johnston,"Andrew Kevin Walker, David Self, Curt Siodmak",150000000,142634358
tt0800320,Clash of the Titans,2010,106,5.8,286096,Louis Leterrier,"Travis Beacham, Phil Hay, Matt Manfredi, Beverley Cross",125000000,493214888
tt0804497,It's Kind of a Funny Story,2010,101,7.1,145193,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Ned Vizzini",8000000,6632950
tt0808510,Tooth Fairy,2010,101,5,47755,Michael Lembeck,"Lowell Ganz, Babaloo Mandel, Joshua Sternin, Jennifer Ventimilia, Randi Mayem Singer, Jim Piddock",48000000,112610386
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,118,5.8,192887,Chris Columbus,"Craig Titley, Rick Riordan",95000000,223050874
tt0815236,She's Out of My League,2010,104,6.4,139691,Jim Field Smith,"Sean Anders, John Morris",20000000,48680977
tt0817177,Flipped,2010,90,7.7,92877,Rob Reiner,"Rob Reiner, Andrew Scheinman, Wendelin Van Draanen",14000000,4294635
tt0817230,Valentine's Day,2010,125,5.7,122124,Garry Marshall,"Katherine Fugate, Abby Kohn, Marc Silverstein",52000000,217569328
tt0840361,The Town,2010,125,7.5,398844,Ben Affleck,"Peter Craig, Ben Affleck, Aaron Stockard, Chuck Hogan",37000000,152566881
tt0842926,The Kids Are All Right,2010,106,7,131994,Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg",4000000,36275469
tt0872230,My Soul to Take,2010,107,4.7,20984,Wes Craven,Wes Craven,25000000,16727470
tt0878835,Please Give,2010,87,6.6,11413,Nicole Holofcener,Nicole Holofcener,3000000,4566662
tt0879870,Eat Pray Love,2010,133,5.8,100479,Ryan Murphy,"Ryan Murphy, Jennifer Salt, Elizabeth Gilbert",60000000,206598789
tt0889573,The Switch,2010,101,6.1,108527,"Josh Gordon, Will Speck","Jeffrey Eugenides, Allan Loeb",19000000,49858465
tt0892318,Letters to Juliet,2010,105,6.5,102743,Gary Winick,"Jose Rivera, Tim Sullivan",30000000,82148538
tt0892769,How to Train Your Dragon,2010,98,8.1,754727,"Dean DeBlois, Chris Sanders","Will Davies, Dean DeBlois, Chris Sanders, Cressida Cowell, Marc Hyman, Adam F. Goldberg",165000000,494870992
tt0892791,Shrek Forever After,2010,95,6.3,212547,Mike Mitchell,"Josh Klausner, Darren Lemke, William Steig, Andrew Adamson, Ted Elliott, Terry Rossio, Roger S.H. Schulman, nm0794252, Joe Stillman, nm2593444",165000000,756244673
tt0935075,Rabbit Hole,2010,91,7,50136,John Cameron Mitchell,David Lindsay-Abaire,5000000,6205034
tt0938283,The Last Airbender,2010,103,4,166609,M. Night Shyamalan,M. Night Shyamalan,150000000,319713881
tt0944835,Salt,2010,100,6.4,319990,Phillip Noyce,Kurt Wimmer,130000000,290650494
tt0947798,Black Swan,2010,108,8,782882,Darren Aronofsky,"Mark Heyman, Andres Heinz, John J. McLaughlin",13000000,331266710
tt0947810,Green Zone,2010,115,6.8,139229,Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran",100000000,97523020
tt0954947,The Killer Inside Me,2010,109,6.1,34869,Michael Winterbottom,"John Curran, Jim Thompson",13000000,5453369
tt0955308,Robin Hood,2010,140,6.6,274008,Ridley Scott,"Brian Helgeland, Ethan Reiff, Cyrus Voris",210000000,322459006
tt0963966,The Sorcerer's Apprentice,2010,109,6.1,165128,Jon Turteltaub,"Lawrence Konner, Mark Rosenthal, Matt Lopez, Doug Miro, Carlo Bernard",160000000,217986320
tt0964517,The Fighter,2010,116,7.8,375099,David O. Russell,"Scott Silver, Paul Tamasy, Eric Johnson, Keith Dorrington",11000000,129262388
tt0970866,Little Fockers,2010,98,5.5,115154,Paul Weitz,"John Hamburg, Larry Stuckey, Greg Glienna, Mary Ruth Clarke",100000000,310650574
tt0979434,Lottery Ticket,2010,99,5,11285,Erik White,"Abdul Williams, Erik White",17000000,24719879
tt0985694,Machete,2010,105,6.6,199947,"Ethan Maniquis, Robert Rodriguez","Robert Rodriguez, Álvaro Rodríguez",12500000,46370970
tt0989757,Dear John,2010,108,6.3,152382,Lasse Hallström,"Jamie Linden, Nicholas Sparks",25000000,142033509
tt1001526,Megamind,2010,95,7.3,272494,Tom McGrath,"Alan Schoolcraft, Brent Simons",130000000,321887208
tt1013743,Knight and Day,2010,109,6.3,200901,James Mangold,Patrick O'Neill,117000000,258751370
tt1014759,Alice in Wonderland,2010,108,6.4,422903,Tim Burton,"Linda Woolverton, Lewis Carroll",200000000,1025491110
tt1017451,The Runaways,2010,106,6.5,49884,Floria Sigismondi,"Floria Sigismondi, Cherie Currie",9500000,5278632
tt1020558,Centurion,2010,97,6.3,84135,Neil Marshall,Neil Marshall,15000000,7885048
tt1028576,Secretariat,2010,123,7.2,29299,Randall Wallace,"Mike Rich, William Nack",35000000,60376247
tt1032751,The Warrior's Way,2010,100,6.2,26731,Sngmoo Lee,"Sngmoo Lee, Scott Reynolds",42000000,8514325
tt1037705,The Book of Eli,2010,118,6.8,324885,"Albert Hughes, Allen Hughes",Gary Whitta,80000000,158750817
tt1038686,Legion,2010,100,5.2,107325,Scott Stewart,"Peter Schink, Scott Stewart",26000000,67647574
tt1038919,The Bounty Hunter,2010,110,5.5,130296,Andy Tennant,Sarah Thorp,45000000,135808837
tt1053424,Repo Men,2010,111,6.3,108444,Miguel Sapochnik,"Eric Garcia, Garrett Lerner",32000000,18195238
tt1055292,Life as We Know It,2010,115,6.5,134877,Greg Berlanti,"Ian Deitchman, Kristin Rusk Robinson",38000000,105887837
tt1075747,Jonah Hex,2010,81,4.7,60004,Jimmy Hayward,"Mark Neveldine, Brian Taylor, William Farmer, John Albano, Tony DeZuniga",47000000,11022696
tt1103153,Killers,2010,100,5.4,93442,Robert Luketic,"Bob DeRosa, Ted Griffin",75000000,95572749
tt1106860,Ca$h,2010,108,5.9,9770,Stephen Milburn Anderson,Stephen Milburn Anderson,7000000,46488
tt1116184,Jackass 3D,2010,94,7,66784,Jeff Tremaine,"Jeff Tremaine, Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius, Ryan Dunn, Jason 'Wee Man' Acuña, Preston Lacy, Ehren McGhehey, Dave England, Spike Jonze, nm0519671, nm2045682, nm3052256, Dave Carnie, Mike Kassak, nm4122527, Knate Lee, Derek Freda, nm1017027, Sean Cliver, Dimitry Elyashkevich, J.P. Blackmon, Rick Kosick",20000000,171685793
tt1120985,Blue Valentine,2010,112,7.3,201803,Derek Cianfrance,"Derek Cianfrance, Joey Curtis, Cami Delavigne",1000000,16566240
tt1125929,Love Ranch,2010,117,5.6,3273,Taylor Hackford,Mark Jacobson,25000000,146149
tt1126591,Burlesque,2010,119,6.4,88749,Steve Antin,Steve Antin,55000000,90552675
tt1126618,Morning Glory,2010,107,6.5,80371,Roger Michell,Aline Brosh McKenna,40000000,59795070
tt1130884,Shutter Island,2010,138,8.2,1346290,Martin Scorsese,"Laeta Kalogridis, Dennis Lehane",80000000,299461782
tt1135084,Takers,2010,107,6.2,63967,John Luessenhop,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",32000000,70587268
tt1139328,The Ghost Writer,2010,128,7.2,166783,Roman Polanski,"Robert Harris, Roman Polanski",45000000,65532491
tt1148200,Chain Letter,2010,88,4.1,5525,Deon Taylor,"Deon Taylor, Michael J. Pagan, Thomas Fenton, Diana Erwin",3000000,1022453
tt1152822,Freakonomics,2010,93,6.3,7621,"Heidi Ewing, Alex Gibney, Seth Gordon, Rachel Grady, Eugene Jarecki, Morgan Spurlock","Peter Bull, Alex Gibney, Jeremy Chilnick, Morgan Spurlock, Eugene Jarecki, Heidi Ewing, Rachel Grady, Seth Gordon, nm1912331, nm2762842",2900000,172867
tt1155076,The Karate Kid,2010,140,6.2,191100,Harald Zwart,"Christopher Murphey, Robert Mark Kamen",40000000,351774938
tt1175709,All Good Things,2010,101,6.3,57500,Andrew Jarecki,"Marcus Hinchey, Marc Smerling",20000000,873617
tt1179056,A Nightmare on Elm Street,2010,95,5.2,103194,Samuel Bayer,"Wesley Strick, Eric Heisserer, Wes Craven",35000000,117729618
tt1182350,You Will Meet a Tall Dark Stranger,2010,98,6.3,46655,Woody Allen,Woody Allen,15000000,38535748
tt1183923,Welcome to the Rileys,2010,110,6.9,24790,Jake Scott,Ken Hixon,10000000,355919
tt1193631,Step Up 3D,2010,107,6.1,58974,Jon M. Chu,"Amy Andelson, Emily Meyer, Duane Adler",30000000,165889117
tt1194417,Casino Jack,2010,108,6.2,17408,George Hickenlooper,Norman Snider,12500000,2272186
tt1196141,Diary of a Wimpy Kid,2010,94,6.2,53256,Thor Freudenthal,"Jackie Filgo, Jeff Filgo, Gabe Sachs, Jeff Judah, Jeff Kinney",15000000,76954311
tt1198101,Kites,2010,123,6,13424,Anurag Basu,"Anurag Basu, Robin Bhatt, Sanjeev Dutta, Akarsh Khurana, Rakesh Roshan",9200000,17155193
tt1212419,Hereafter,2010,129,6.5,93848,Clint Eastwood,Peter Morgan,50000000,108660270
tt1212436,The Back-up Plan,2010,104,5.3,50936,Alan Poul,Kate Angelo,35000000,75281179
tt1213012,Alpha and Omega,2010,90,5.1,14717,"Anthony Bell, Ben Gluck","Steve Moore, Chris Denk",20000000,48958353
tt1216492,Leap Year,2010,100,6.4,107130,Anand Tucker,"Deborah Kaplan, Harry Elfont",19000000,32618920
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,6.9,84869,Zack Snyder,"John Orloff, Emil Stern, Kathryn Lasky",100000000,139716717
tt1220634,Resident Evil: Afterlife,2010,96,5.8,174461,Paul W.S. Anderson,Paul W.S. Anderson,57500000,295874190
tt1226229,Get Him to the Greek,2010,109,6.3,181273,Nicholas Stoller,"Nicholas Stoller, Jason Segel",40000000,92994927
tt1226273,Edge of Darkness,2010,117,6.6,96129,Martin Campbell,"William Monahan, Andrew Bovell, Troy Kennedy-Martin",60000000,82812456
tt1228705,Iron Man 2,2010,124,6.9,830887,Jon Favreau,"Justin Theroux, Stan Lee, Don Heck, Larry Lieber, Jack Kirby",170000000,621156389
tt1228987,Let Me In,2010,116,7.1,123969,Matt Reeves,"Matt Reeves, John Ajvide Lindqvist",20000000,28270399
tt1231583,Due Date,2010,95,6.5,348852,Todd Phillips,"Alan R. Cohen, Alan Freedland, Adam Sztykiel, Todd Phillips",65000000,211739043
tt1231587,Hot Tub Time Machine,2010,101,6.4,179106,Steve Pink,"Josh Heald, Sean Anders, John Morris",36000000,65967750
tt1235189,Wild Target,2010,98,6.7,39106,Jonathan Lynn,"Lucinda Coxon, Pierre Salvadori",8000000,5314194
tt1242432,I Spit on Your Grave,2010,108,6.2,87066,Steven R. Monroe,"Adam Rockoff, Meir Zarchi",1750000,1278471
tt1243957,The Tourist,2010,103,6,247688,Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Christopher McQuarrie, Julian Fellowes, Jérôme Salle",100000000,278731369
tt1244659,Extraordinary Measures,2010,106,6.4,17303,Tom Vaughan,"Robert Nelson Jacobs, Geeta Anand",31000000,15826984
tt1244754,Conviction,2010,107,7.2,44967,Tony Goldwyn,Pamela Gray,12500000,11826980
tt1250777,Kick-Ass,2010,117,7.6,572174,Matthew Vaughn,"Jane Goldman, Matthew Vaughn, Mark Millar, John Romita Jr.",28000000,97531134
tt1255953,Incendies,2010,131,8.3,182084,Denis Villeneuve,"Denis Villeneuve, Wajdi Mouawad, Valérie Beaugrand-Champagne",6800000,16017448
tt1261945,Sex and the City 2,2010,146,4.5,81341,Michael Patrick King,"Michael Patrick King, Candace Bushnell, Darren Star",95000000,294680778
tt1273678,The Spy Next Door,2010,94,5.4,45223,Brian Levant,"Jonathan Bernstein, James Greer, Gregory Poirier",28000000,46752858
tt1274300,The Tempest,2010,110,5.3,8006,Julie Taymor,"Julie Taymor, William Shakespeare",20000000,277943
tt1279935,Date Night,2010,88,6.3,165942,Shawn Levy,Josh Klausner,55000000,152269033
tt1282140,Easy A,2010,92,7,399039,Will Gluck,Bert V. Royal,8000000,76200721
tt1285016,The Social Network,2010,120,7.8,717753,David Fincher,"Aaron Sorkin, Ben Mezrich",40000000,224922135
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,82,4.3,15636,Brad Peyton,"Ron J. Friedman, Steve Bencich, John Requa, Glenn Ficarra",85000000,113026383
tt1294226,The Last Song,2010,108,6,89612,Julie Anne Robinson,"Nicholas Sparks, Jeff Van Wie",20000000,92678948
tt1302067,Yogi Bear,2010,81,4.6,22596,Eric Brevig,"Jennifer Ventimilia, Joshua Sternin, Brad Copeland, Joseph Barbera, William Hanna",80000000,204774690
tt1305583,Our Family Wedding,2010,103,5,7319,Rick Famuyiwa,"Wayne Conley, Malcolm Spellman, Rick Famuyiwa",14000000,21410546
tt1313092,Animal Kingdom,2010,113,7.3,58723,David Michôd,David Michôd,4200000,8078683
tt1314655,Devil,2010,80,6.3,150418,John Erick Dowdle,"Brian Nelson, M. Night Shyamalan",10000000,63354114
tt1320244,The Last Exorcism,2010,87,5.7,50672,Daniel Stamm,"Huck Botko, Andrew Gurland",1800000,70165900
tt1320253,The Expendables,2010,103,6.4,351355,Sylvester Stallone,"Dave Callaham, Sylvester Stallone",82000000,268268174
tt1320261,Gulliver's Travels,2010,85,4.9,71083,Rob Letterman,"Joe Stillman, Nicholas Stoller, Jonathan Swift",112000000,232017848
tt1321509,Death at a Funeral,2010,92,5.7,51585,Neil LaBute,Dean Craig,21000000,48977233
tt1322312,Going the Distance,2010,103,6.3,59102,Nanette Burstein,Geoff LaTulippe,32000000,43603990
tt1323594,Despicable Me,2010,95,7.6,556994,"Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio, Sergio Pablos",69000000,543464573
tt1325004,The Twilight Saga: Eclipse,2010,124,5,250708,David Slade,"Melissa Rosenberg, Stephenie Meyer",68000000,706102828
tt1334260,Never Let Me Go,2010,103,7.1,148420,Mark Romanek,"Kazuo Ishiguro, Alex Garland",15000000,11173718
tt1336617,Cyrus,2010,91,6.3,36050,"Jay Duplass, Mark Duplass","Mark Duplass, Jay Duplass",7000000,10062896
tt1341167,Four Lions,2010,97,7.3,79809,Christopher Morris,"Christopher Morris, Sam Bain, Jesse Armstrong, Simon Blackwell",3750000,8607693
tt1361313,The Extra Man,2010,108,5.8,5242,"Shari Springer Berman, Robert Pulcini","Robert Pulcini, Jonathan Ames, Shari Springer Berman",7000000,492108
tt1371155,Made in Dagenham,2010,113,7.1,15685,Nigel Cole,William Ivory,8000000,15644196
tt1375666,Inception,2010,148,8.8,2392892,Christopher Nolan,Christopher Nolan,160000000,728537960
tt1375670,Grown Ups,2010,102,5.9,258479,Dennis Dugan,"Adam Sandler, Fred Wolf",75000000,272222420
